Compound ID,Attrition Resistance,Thermal Stability,Average Particle Size,Particle Size Distribution (%),Density,Rare Earth Oxides (%),Catalyst Surface Area ,Micropore Surface Area ,Zeolite Surface Area ,X-Ray Fluorescence (a.u.),Cost 
CMPD-11740,92.8661,683.9163,55.6798,20.843,1.3686,3.584,238.3847,103.2101,111.2959,0.7085,39.7747
CMPD-11741,84.0014,593.2124,89.8169,21.6277,1.4575,1.9325,181.6756,87.5763,73.3226,0.8882,14.4469
CMPD-11742,80.6532,643.4902,103.5271,24.2762,1.1547,1.5975,157.3721,56.9659,130.7379,0.1492,23.3034
CMPD-11743,93.673,664.772,69.2908,15.3584,1.4159,1.5476,212.9342,69.2261,51.092,0.8631,17.7846
CMPD-11744,93.5824,846.2287,59.9579,22.2025,1.2474,1.4842,106.906,111.7635,84.8071,0.8778,45.09
CMPD-11745,88.2823,798.1232,61.9133,21.0746,1.1928,1.4141,103.4309,107.6754,82.3222,0.84,43.8814
CMPD-11746,97.037,822.5088,95.4436,15.7671,1.0425,3.3975,276.3943,144.4384,188.7954,0.4372,11.3921
CMPD-11747,101.3255,689.2814,72.0472,15.4175,1.4066,1.3904,214.9741,71.7515,52.8639,0.8652,18.5965
CMPD-11748,93.885,718.6245,54.899,19.9723,1.4187,3.4642,236.0354,109.7636,105.382,0.7026,41.2766
CMPD-11749,79.9984,618.1921,98.3454,22.3128,1.5083,1.9965,196.9572,82.3336,74.0943,0.8595,13.5085
CMPD-11750,95.6546,656.5352,55.0873,20.643,1.3216,3.4936,240.8905,112.1716,111.3701,0.7312,42.6019
CMPD-11751,85.0869,618.3719,102.156,22.2188,1.4046,1.9097,186.3764,77.8078,73.1337,0.8701,13.4837
CMPD-11752,81.7624,652.7363,98.3417,23.911,1.2104,1.6178,165.9073,61.5959,131.9835,0.1515,25.1893
CMPD-11753,90.0298,724.1383,92.7875,12.3748,1.1768,0.8431,244.9705,60.7394,116.6072,0.4048,14.2295
CMPD-11754,86.7454,792.2132,61.721,21.4879,1.1301,1.5427,109.726,110.7197,87.3826,0.82,44.7186
CMPD-11755,95.533,834.9765,89.5767,16.8233,1.0736,3.3661,264.7915,140.9145,190.0585,0.4271,12.4317
CMPD-11756,83.2398,646.0182,106.7502,23.4089,1.2687,1.5788,162.2069,58.8376,125.9841,0.1433,26.1753
CMPD-11757,81.9499,598.6993,95.4457,20.7567,1.4734,1.9047,198.2608,81.1481,71.3248,0.8853,14.4519
CMPD-11758,85.8074,615.1835,91.5768,21.3842,1.5194,1.9813,189.4507,83.1593,78.4118,0.8652,14.1867
CMPD-11759,90.3415,814.568,59.4506,20.9252,1.1877,1.4297,106.7611,115.8881,81.4461,0.8232,42.2714
CMPD-11760,92.6799,811.0349,99.0956,15.8885,1.0742,3.477,278.4841,147.2944,189.3579,0.4581,11.6861
CMPD-11761,93.9581,820.2911,95.2804,15.4589,1.0215,3.2499,253.2128,137.1954,183.8001,0.43,12.0109
CMPD-11762,95.935,726.3883,89.9256,11.885,1.1012,0.892,239.9696,59.8527,111.3444,0.411,14.2102
CMPD-11763,91.8582,794.7652,90.7441,15.6496,1.1001,3.6056,271.2347,139.7114,180.5096,0.4321,12.1707
CMPD-11764,98.1512,706.7333,70.8323,14.5816,1.3343,1.5028,222.3194,70.2945,53.0655,0.8531,18.6769
CMPD-11765,99.8374,709.0636,71.1276,14.9255,1.3552,1.5748,213.8474,66.7031,55.8968,0.8766,18.0965
CMPD-11766,92.2934,837.6045,58.9001,21.1881,1.1985,1.3219,109.1149,112.167,78.6616,0.8937,44.668
CMPD-11767,89.757,845.1925,61.198,20.6615,1.1749,1.3705,107.6359,102.8145,83.0232,0.8386,44.8847
CMPD-11768,82.081,749.9337,63.5241,16.3143,1.07,3.2821,297.0702,51.8469,80.8091,0.9004,41.7798
CMPD-11769,99.6161,866.7596,96.6715,15.5264,1.0808,3.5632,268.4122,146.478,185.3844,0.4345,12.1085
CMPD-11770,89.035,798.7175,62.0563,20.9346,1.1729,1.4233,106.7618,110.19,78.9083,0.846,45.9425
CMPD-11771,84.6585,746.3841,58.7031,17.2879,1.0844,3.3571,289.7237,53.0777,82.0547,0.8764,42.4963
CMPD-11772,99.9528,815.1655,92.0361,17.1797,1.0747,3.5762,257.7354,152.1162,186.928,0.4323,13.4834
CMPD-11773,94.0042,652.8299,70.6293,15.1136,1.383,1.5347,212.2424,66.1336,54.0648,0.8588,19.3341
CMPD-11774,91.1875,832.1827,96.4605,16.4014,1.0082,3.3806,255.0424,146.0643,183.1603,0.4419,12.422
CMPD-11775,96.1476,694.4112,59.3726,20.0296,1.2923,3.603,230.5222,111.4212,103.5595,0.7283,41.1329
CMPD-11776,97.0504,645.0886,56.6803,20.393,1.3892,3.6778,242.7456,109.377,110.4416,0.683,42.4199
CMPD-11777,81.7315,725.7881,61.036,15.7001,1.0138,3.4066,303.008,54.9291,82.4231,0.9288,43.786
CMPD-11778,91.6649,760.7578,91.7113,12.0116,1.0674,0.8903,229.2018,58.6227,110.4992,0.4299,14.1745
CMPD-11779,87.5871,581.9309,97.2897,21.5899,1.4924,1.9631,186.7515,85.6504,72.544,0.8351,14.2052
CMPD-11780,92.6047,661.1987,57.5635,20.4927,1.3848,3.5404,239.0099,104.3585,107.2855,0.7318,43.9895
CMPD-11781,89.7043,811.6347,61.0415,20.3986,1.1778,1.3965,107.1088,109.9123,83.8544,0.8172,44.7
CMPD-11782,83.9883,651.2813,102.2374,22.1005,1.2087,1.5243,160.0538,61.6043,127.6166,0.1529,23.6781
CMPD-11783,82.9198,747.3014,61.8371,16.2187,1.0604,3.3509,286.7315,54.2868,81.049,0.9297,41.0934
CMPD-11784,85.3909,576.4147,95.4757,22.3227,1.4298,1.8956,192.779,79.4593,71.939,0.8746,14.4111
CMPD-11785,98.4883,692.78,56.1989,19.9264,1.3872,3.4649,235.8734,110.1826,110.4339,0.7274,39.6508
CMPD-11786,89.0764,836.4935,63.2617,21.4663,1.1701,1.3567,106.0343,107.8215,79.3876,0.8558,44.8314
CMPD-11787,88.7792,779.4619,61.9236,20.9781,1.1418,1.5116,104.4197,112.5795,83.72,0.8498,46.2373
CMPD-11788,99.0074,681.7805,73.4017,14.6935,1.4373,1.5117,218.98,71.1933,52.5032,0.8651,18.9015
CMPD-11789,96.8348,685.0856,74.9934,15.5557,1.3963,1.4548,226.4488,71.2183,54.4348,0.8625,17.715
CMPD-11790,92.5307,804.0538,62.4449,21.4212,1.2317,1.4153,112.5898,102.3512,79.7365,0.8252,44.1586
CMPD-11791,97.6356,674.6659,56.2192,19.9212,1.3607,3.4754,236.7856,112.9724,112.1298,0.6553,43.2643
CMPD-11792,89.0611,823.147,64.9531,21.0791,1.1566,1.411,112.5675,106.5981,83.4811,0.8488,44.1804
CMPD-11793,82.7919,593.3593,98.4172,21.1774,1.5219,1.9408,183.953,83.5721,75.8169,0.8709,13.5746
CMPD-11794,81.856,616.3345,95.1211,24.4878,1.189,1.5863,168.385,62.2604,125.0237,0.1466,24.7419
CMPD-11795,81.172,613.2141,92.4707,21.2959,1.5001,1.8625,201.4296,89.1581,71.3621,0.8327,14.2401
CMPD-11796,85.7843,823.8871,60.0214,21.7311,1.1813,1.41,108.9419,103.508,80.2682,0.8673,46.4395
CMPD-11797,97.9371,627.0599,55.4328,20.2657,1.3684,3.4862,232.5351,106.6094,108.7038,0.6891,41.9183
CMPD-11798,90.5458,692.1752,91.5052,13.0279,1.0485,0.8596,242.23,61.0846,118.1249,0.4052,13.3101
CMPD-11799,83.1707,747.0447,59.4081,16.4281,1.0772,3.2556,307.6144,54.135,80.079,0.9002,42.6442
CMPD-11800,89.8227,711.1831,88.2217,12.2081,1.0466,0.8762,227.0885,62.4222,113.6383,0.4228,14.0538
CMPD-11801,82.5421,631.3984,100.0967,23.3597,1.2566,1.6333,159.1496,61.7683,127.7124,0.1435,25.4498
CMPD-11802,94.6787,672.5324,58.7929,20.6941,1.3914,3.4978,226.2573,109.1229,115.1199,0.693,39.2807
CMPD-11803,91.4061,706.0983,73.2096,15.4289,1.434,1.5048,213.6273,71.5462,54.6684,0.8742,19.3521
CMPD-11804,98.2444,687.1577,70.1193,15.6592,1.4288,1.4871,207.7504,68.6449,51.4227,0.8282,19.0236
CMPD-11805,81.4319,664.7294,96.5172,24.0665,1.2013,1.5869,162.4092,60.1465,120.1681,0.154,24.3154
CMPD-11806,82.3081,635.1858,102.0903,22.3153,1.1895,1.6021,162.3221,61.5857,124.0413,0.1513,25.7925
CMPD-11807,77.2484,586.8761,92.3026,21.1802,1.4453,1.8835,191.9631,82.8673,72.8434,0.8755,13.9429
CMPD-11808,92.2538,723.6398,91.1014,12.0644,1.1048,0.8812,236.4968,61.0002,112.934,0.4321,14.8924
CMPD-11809,93.3011,682.3636,72.2757,16.188,1.4416,1.5849,209.9166,70.0272,51.8589,0.8379,18.7985
CMPD-11810,96.654,866.9738,95.4,16.2742,1.0404,3.6193,249.6485,145.24,178.1755,0.4581,12.2805
CMPD-11811,90.6151,802.1607,64.2599,21.8053,1.1885,1.39,104.1915,108.4115,80.208,0.8561,45.7632
CMPD-11812,94.6579,669.3189,92.8232,11.9345,1.0636,0.8419,240.904,60.304,111.1379,0.4135,14.3229
CMPD-11813,90.9393,713.9304,90.5273,13.0049,1.0823,0.8593,234.0598,60.603,113.5011,0.4349,14.6285
CMPD-11814,95.736,722.3804,91.6431,11.5136,1.0501,0.8737,238.2993,62.9076,115.9596,0.4055,13.9192
CMPD-11815,76.5351,563.9749,95.0394,21.2807,1.4685,1.973,185.0406,83.1632,72.6969,0.8794,13.5453
CMPD-11816,90.3664,825.9695,90.6208,16.6447,1.0241,3.3303,269.3932,142.0414,192.3503,0.4414,12.2101
CMPD-11817,92.1451,650.0072,55.2678,20.1664,1.3932,3.2034,234.0108,112.5787,110.06,0.7276,41.5475
CMPD-11818,88.0508,853.042,62.891,21.6934,1.1495,1.4588,102.9244,106.008,82.3412,0.8477,44.2109
CMPD-11819,83.8952,625.3332,94.9455,21.6645,1.4496,1.9934,185.898,81.1494,77.7237,0.8887,13.6672
CMPD-11820,91.5172,697.9156,74.0504,15.2395,1.4171,1.4664,226.2615,69.4905,52.0596,0.8247,18.7278
CMPD-11821,89.3508,657.104,74.8047,15.7106,1.3603,1.5203,214.6883,69.7679,52.4102,0.7994,18.6401
CMPD-11822,81.2932,655.4189,103.6468,21.8972,1.4766,1.9325,173.5601,79.7367,70.0116,0.8525,14.1953
CMPD-11823,89.6994,800.2485,62.6399,21.6168,1.245,1.449,102.0263,103.1026,81.9563,0.8992,46.5533
CMPD-11824,81.9832,758.3878,60.5436,16.2877,1.0314,3.4527,280.9927,51.9089,78.4427,0.8834,42.6067
CMPD-11825,86.4871,631.9699,98.5081,20.5603,1.478,2.0062,191.0717,83.6906,74.1745,0.8678,13.4597
CMPD-11826,84.2929,589.2196,98.8228,21.5476,1.4952,1.9379,184.9484,89.3416,75.1667,0.8765,13.9569
CMPD-11827,93.2261,656.3703,57.8661,20.0982,1.3444,3.4219,219.6675,107.7027,102.7462,0.7159,41.359
CMPD-11828,92.8251,648.6687,57.0208,20.0546,1.3339,3.3455,249.6955,108.0484,109.7888,0.7221,39.9516
CMPD-11829,83.5471,728.4807,60.4996,16.184,1.0669,3.3455,291.7237,54.3438,80.5943,0.8802,41.2115
CMPD-11830,94.197,725.6421,92.8144,11.986,1.1188,0.8307,231.3483,59.7039,113.0694,0.432,12.2462
CMPD-11831,89.3329,828.5177,97.5562,15.514,1.0501,3.4437,263.8727,143.7515,189.9561,0.4415,12.5735
CMPD-11832,84.2735,712.6996,92.6717,11.8505,1.1328,0.8174,238.4674,63.7551,113.944,0.4433,13.6758
CMPD-11833,98.1717,712.2394,57.167,19.6511,1.3635,3.392,244.565,110.4777,112.7921,0.7201,43.5263
CMPD-11834,84.4562,622.9276,97.7952,24.5673,1.1804,1.6708,157.1066,64.7966,122.4068,0.1515,26.1546
CMPD-11835,84.6585,745.8044,59.9372,16.1962,1.102,3.3835,301.6723,54.1282,78.663,0.8991,42.3682
CMPD-11836,99.522,691.6302,56.0399,20.5609,1.3949,3.5381,227.3094,107.4893,110.4566,0.7293,42.423
CMPD-11837,85.3893,739.0818,60.4762,16.2583,0.9848,3.2937,319.0022,52.2217,79.9667,0.8742,41.7714
CMPD-11838,87.4095,649.537,97.8988,21.9853,1.4903,1.9452,189.3754,85.3226,74.663,0.8678,14.5613
CMPD-11839,86.4993,636.0843,85.007,22.074,1.4687,1.9207,198.7212,79.9177,73.465,0.8334,13.9045
CMPD-11840,92.6914,822.2053,95.8051,15.9294,1.0792,3.3772,266.0775,142.2735,185.9061,0.4488,12.547
CMPD-11841,96.8841,701.2338,55.3949,19.5711,1.3839,3.5224,241.1777,104.611,112.9954,0.6948,41.1039
CMPD-11842,91.11,826.9973,66.4913,21.8532,1.2288,1.3842,104.2013,109.1305,78.8344,0.8632,43.5017
CMPD-11843,82.1345,636.2499,95.5569,23.473,1.241,1.6902,158.7209,64.02,124.1172,0.1499,24.9294
CMPD-11844,97.4353,691.7312,90.0503,11.9649,1.1319,0.8828,227.115,61.4036,113.608,0.4135,14.3022
CMPD-11845,85.3657,613.5957,97.3291,21.6355,1.4992,1.9614,179.7476,80.9742,71.3871,0.8776,14.9199
CMPD-11846,93.0132,705.6951,91.4248,12.5704,1.1088,0.851,230.5184,64.8606,102.6466,0.4095,13.7261
CMPD-11847,85.1112,714.7553,61.136,16.7251,1.0647,3.3154,292.1015,54.2535,86.2018,0.8946,41.8568
CMPD-11848,95.435,725.4287,87.1281,11.4593,1.1488,0.9193,222.6482,63.0308,110.9793,0.4082,14.0465
CMPD-11849,97.6571,671.6387,57.0336,20.4272,1.479,3.4941,251.3998,107.5675,106.6197,0.7278,42.2713
CMPD-11850,93.205,692.1616,57.2233,18.5289,1.4312,3.5724,240.6219,108.1694,112.8911,0.7481,41.4433
CMPD-11851,97.7888,697.0703,55.4443,20.9699,1.3701,3.2981,224.1401,106.8399,109.6313,0.6793,39.2121
CMPD-11852,80.5424,654.2026,97.7813,23.7816,1.2445,1.7131,168.9081,61.3341,129.3415,0.152,25.5071
CMPD-11853,96.2729,876.5544,96.6105,16.2747,1.0949,3.6564,257.4633,135.5278,182.2821,0.4469,11.6904
CMPD-11854,92.3569,868.4805,61.4157,21.7972,1.1701,1.3724,112.7104,104.6638,84.3651,0.8645,44.1456
CMPD-11855,88.8363,616.7245,95.3797,20.9227,1.4194,1.8939,188.5588,80.4944,75.6246,0.9105,14.184
CMPD-11856,89.6078,800.6549,59.9947,19.9881,1.2359,1.4261,99.1795,111.5219,86.8494,0.818,45.4781
CMPD-11857,88.2241,868.8442,61.4363,20.8072,1.1245,1.3792,104.1925,102.991,83.248,0.8099,45.3104
CMPD-11858,84.0673,744.4616,59.4025,16.283,0.9978,3.3141,289.429,52.2693,82.7192,0.8696,41.9639
CMPD-11859,96.7487,727.6189,74.3892,15.1993,1.3701,1.5325,210.6081,69.7724,52.3949,0.8389,19.7927
CMPD-11860,87.4284,812.6688,92.3689,16.2209,1.064,3.554,269.6368,144.4856,189.5286,0.466,12.1542
CMPD-11861,82.8405,791.8518,61.9536,21.2267,1.2343,1.47,101.9967,113.6644,81.4362,0.8726,47.3595
CMPD-11862,86.9533,585.674,100.4032,22.3859,1.4759,1.9404,179.3696,80.6747,72.9003,0.833,13.3492
CMPD-11863,92.843,691.3726,88.5023,12.2477,1.1108,0.8868,241.1576,60.518,117.338,0.4133,14.221
CMPD-11864,94.2733,838.0903,93.2197,15.6601,1.0265,3.6489,268.7122,144.0485,184.2059,0.4368,12.0482
CMPD-11865,81.4605,631.4592,97.3327,23.9919,1.1774,1.5572,162.4502,63.1192,128.2305,0.1595,25.4072
CMPD-11866,86.9996,824.3913,64.7377,20.6414,1.2179,1.3819,104.3965,112.0876,82.0826,0.8827,47.0412
CMPD-11867,80.6977,572.0304,101.3975,20.5068,1.4927,2.0421,178.9656,83.8804,78.404,0.8613,13.8462
CMPD-11868,80.9843,627.6483,92.5866,21.4118,1.4219,1.8678,174.5795,80.9307,70.0874,0.8979,13.7303
CMPD-11869,84.116,636.302,103.6572,24.466,1.2395,1.6508,165.8414,62.2736,130.4921,0.1551,25.1429
CMPD-11870,91.0898,672.4524,91.8675,12.712,1.1401,0.8986,238.5382,59.8221,112.5746,0.4158,13.751
CMPD-11871,86.3829,627.3074,101.4788,21.6921,1.4394,1.9618,186.8779,84.0299,74.3027,0.8759,13.636
CMPD-11872,88.4099,832.8106,63.7362,22.0445,1.294,1.4446,108.469,110.166,80.734,0.8747,44.2151
CMPD-11873,84.4849,606.9663,98.2816,21.0601,1.4691,1.9273,182.4605,81.5577,71.7997,0.9148,12.4911
CMPD-11874,85.2479,592.2599,100.5771,21.3684,1.4091,1.9092,183.9117,84.7489,74.0197,0.8649,13.7746
CMPD-11875,96.0671,747.0236,90.1142,12.3221,1.1595,0.8638,231.8745,63.626,118.0747,0.4237,13.7448
CMPD-11876,85.093,714.9044,62.3553,16.0756,1.0712,3.1658,294.5464,54.1593,77.7635,0.9438,41.5513
CMPD-11877,98.3552,645.3468,59.4803,20.3423,1.3814,3.6085,239.0521,103.4299,113.481,0.6763,42.2109
CMPD-11878,95.2548,837.424,92.7984,16.0587,1.1036,3.507,266.4457,140.0493,185.6583,0.4523,12.3421
CMPD-11879,94.4927,699.6889,88.1045,13.1089,1.1014,0.8939,243.3936,62.7586,111.6582,0.4144,13.3223
CMPD-11880,91.1306,684.8346,59.5278,19.345,1.3143,3.6277,241.6068,103.9928,117.2583,0.7555,40.8671
CMPD-11881,84.7646,751.7202,61.7445,15.7673,1.1275,3.2981,272.5929,54.4098,80.8735,0.8975,42.5447
CMPD-11882,85.8654,621.0639,102.0098,21.2087,1.4251,1.8946,191.8144,80.9182,72.4865,0.8784,13.9787
CMPD-11883,83.1013,611.6359,100.7149,24.2625,1.2073,1.6315,160.3862,58.2121,126.9233,0.1568,25.4658
CMPD-11884,79.9119,748.532,60.4479,15.9494,0.999,3.5025,297.3862,54.6723,79.9141,0.8775,42.643
CMPD-11885,84.6784,660.2769,99.8786,24.1722,1.1088,1.6084,162.9599,62.4685,123.2295,0.1489,25.6744
CMPD-11886,91.4783,827.5909,59.1475,20.374,1.229,1.4919,100.9593,110.2495,79.5114,0.8663,46.0439
CMPD-11887,98.6952,616.7472,74.2104,16.1422,1.3623,1.5388,210.5903,73.0397,53.8081,0.8116,19.0399
CMPD-11888,92.4504,866.6637,93.7868,15.734,1.1056,3.6076,261.8559,138.876,190.3929,0.4592,12.8325
CMPD-11889,81.871,744.6863,58.3281,16.4913,1.0037,3.2323,293.981,52.9797,83.3092,0.8539,42.5026
CMPD-11890,90.0606,684.1176,83.2968,11.7448,1.1321,0.8819,238.5088,63.8606,117.0849,0.4088,13.8553
CMPD-11891,80.8815,587.1825,95.8063,21.8665,1.4733,1.9228,187.6348,85.1549,72.2023,0.8277,13.2049
CMPD-11892,90.1166,858.5201,62.1047,20.4854,1.2032,1.4421,104.1797,108.4716,83.7589,0.8329,45.4625
CMPD-11893,92.3963,816.5361,63.9939,21.107,1.2451,1.3509,101.5468,106.5165,82.7345,0.8596,44.4099
CMPD-11894,95.7219,845.0229,94.5614,16.6704,1.1076,3.4589,263.1052,146.9356,198.9261,0.4427,12.2522
CMPD-11895,96.6375,693.3297,73.9311,16.1386,1.4257,1.511,222.684,69.3487,52.4135,0.8094,18.8653
CMPD-11896,82.8167,622.8937,94.5684,21.2697,1.4648,1.9519,189.0637,85.9995,76.3398,0.85,14.6025
CMPD-11897,80.0748,713.7203,64.8247,16.0328,1.056,3.1005,294.3626,50.0591,80.9154,0.9447,43.6522
CMPD-11898,95.856,711.2103,53.9578,20.6332,1.3897,3.5207,233.9714,107.7867,105.7216,0.732,40.491
CMPD-11899,81.4634,631.1938,96.2795,25.3787,1.1552,1.6313,166.9691,63.6253,126.5826,0.1518,27.3739
CMPD-11900,95.2979,831.0711,92.5196,15.5848,0.9855,3.566,258.339,145.9693,196.5347,0.4682,12.2531
CMPD-11901,101.6916,700.0535,69.762,15.9524,1.4473,1.5102,216.0996,70.2686,52.121,0.863,18.9736
CMPD-11902,100.4935,689.6938,56.6567,20.0679,1.4357,3.4679,225.7749,104.5114,112.8056,0.7074,41.8764
CMPD-11903,83.1645,665.7425,102.2435,23.5313,1.2036,1.6613,167.0328,60.7305,127.7238,0.1513,25.1372
CMPD-11904,92.1298,857.0307,62.8355,22.4308,1.1506,1.4012,102.2408,106.0164,84.7441,0.8627,44.3434
CMPD-11905,83.0667,739.5068,60.8707,16.826,1.09,3.2565,308.3059,51.2412,77.8212,0.9093,41.1067
CMPD-11906,91.4492,836.0985,87.7268,16.6967,1.0363,3.4733,263.1917,146.9749,181.3686,0.4254,12.076
CMPD-11907,94.2412,737.6981,90.4066,12.049,1.095,0.8411,236.3223,59.3761,115.3619,0.4117,13.9398
CMPD-11908,84.2132,582.1186,97.3943,21.5037,1.4879,1.8749,190.874,80.4736,73.4116,0.8665,14.4674
CMPD-11909,79.3863,782.6676,62.2626,16.6212,1.0687,3.2762,307.7564,53.985,78.5407,0.9036,42.3935
CMPD-11910,80.5581,723.0756,61.2342,15.8023,0.9831,3.3514,304.9949,49.6554,78.2441,0.9327,41.8267
CMPD-11911,89.2073,778.9899,61.1882,20.6894,1.2195,1.4215,101.1757,105.3756,81.9013,0.8799,45.3481
CMPD-11912,87.0849,732.0611,90.7887,11.3736,1.1059,0.9006,237.6636,60.4971,110.9316,0.4223,13.9709
CMPD-11913,95.8553,689.4353,75.2828,15.1944,1.3944,1.4679,212.4705,69.4247,54.0066,0.8223,19.5796
CMPD-11914,92.8918,838.7647,92.2912,15.8636,1.067,3.356,245.3101,144.256,186.0843,0.4838,12.3247
CMPD-11915,94.3042,740.7531,89.2668,11.5615,1.0894,0.8596,231.097,61.4881,108.3936,0.4282,12.9344
CMPD-11916,91.7842,682.3071,57.2536,19.8729,1.4133,3.4484,242.452,105.8198,109.2167,0.6877,41.798
CMPD-11917,79.2916,695.5462,60.8028,16.3471,1.0429,3.3435,298.0185,53.6405,84.3964,0.9264,42.4384
CMPD-11918,91.8306,676.528,73.2894,15.1408,1.3697,1.4477,220.002,70.8571,52.05,0.8224,18.9535
CMPD-11919,90.819,700.6511,73.9511,15.4189,1.3304,1.5112,205.1885,69.3733,52.104,0.8139,17.3527
CMPD-11920,96.2207,678.4795,88.976,11.0059,1.1231,0.8494,225.9899,60.338,116.1328,0.427,13.9884
CMPD-11921,90.11,664.819,56.6447,20.1008,1.3713,3.3738,226.7,106.5485,109.3312,0.7423,40.3352
CMPD-11922,86.9304,804.3562,61.6034,20.7457,1.2398,1.4561,108.2744,106.1279,85.8798,0.8573,44.5906
CMPD-11923,95.9142,645.3145,55.5963,20.1712,1.4076,3.5626,245.1253,113.3656,113.2268,0.7342,42.6592
CMPD-11924,89.8716,791.3566,62.1787,21.1919,1.2181,1.4345,100.131,105.4039,82.1573,0.8854,45.81
CMPD-11925,98.5024,703.3212,89.6376,12.409,1.0701,0.8388,243.1176,60.35,107.0819,0.4268,13.9733
CMPD-11926,84.277,859.7424,63.2092,21.3323,1.2468,1.4456,106.0848,110.3185,80.8641,0.8314,43.5221
CMPD-11927,94.8634,653.6996,55.1774,19.623,1.4426,3.624,240.7813,110.8889,109.4926,0.7071,42.1427
CMPD-11928,85.433,715.3858,61.266,16.128,1.0583,3.3892,315.5915,52.0983,76.7188,0.8918,42.6136
CMPD-11929,96.8411,640.6144,73.6289,14.757,1.3372,1.548,225.5397,74.3581,52.7715,0.8726,19.4149
CMPD-11930,95.131,655.6743,69.9486,16.1503,1.4294,1.5404,223.4324,72.901,58.3096,0.8247,18.0646
CMPD-11931,88.4188,837.5429,61.7248,21.2152,1.2673,1.4327,109.8411,112.7162,81.9378,0.8787,44.9427
CMPD-11932,74.9201,717.7491,61.0054,16.734,1.0331,3.3155,298.8626,53.6166,86.4698,0.9228,41.6369
CMPD-11933,91.7945,673.2346,71.9113,15.3036,1.3793,1.5012,226.9223,68.4535,53.9272,0.8092,19.1594
CMPD-11934,92.6009,682.0397,58.8226,20.7536,1.4177,3.6192,234.7506,101.5367,113.6716,0.6575,43.5175
CMPD-11935,85.4804,768.3059,63.349,16.6696,1.0053,3.2196,310.4626,54.5497,81.8542,0.8649,44.0499
CMPD-11936,85.9969,836.4746,61.8689,20.5426,1.2015,1.3349,104.6352,112.6565,86.208,0.8102,46.1313
CMPD-11937,98.0623,761.801,91.244,12.2596,1.1702,0.851,235.4915,62.7698,114.1419,0.4356,13.4167
CMPD-11938,81.199,620.0114,95.3169,23.4105,1.1413,1.6605,171.207,59.5546,123.9568,0.1534,25.6594
CMPD-11939,95.0051,862.574,95.4609,16.0733,1.025,3.5914,257.2774,138.5685,177.9712,0.4654,12.7634
CMPD-11940,94.6895,861.0702,64.9432,21.6187,1.1889,1.41,107.1953,107.3963,84.7927,0.8602,45.9895
CMPD-11941,98.1842,674.4555,53.9879,21.0418,1.3625,3.6258,228.4351,104.5524,108.919,0.6989,40.8057
CMPD-11942,99.988,695.3806,74.1403,16.3502,1.4237,1.5078,201.4166,71.3084,52.6967,0.838,18.3298
CMPD-11943,96.7708,693.7973,70.4914,15.1967,1.3422,1.4917,214.693,65.631,53.1943,0.8287,18.8153
CMPD-11944,93.4187,672.4217,54.5989,20.9219,1.3637,3.4313,236.057,113.4083,107.2105,0.6864,43.3692
CMPD-11945,92.1222,714.4616,90.7192,11.9262,1.1173,0.8173,238.0783,60.5344,111.3841,0.4127,14.1786
CMPD-11946,93.2644,779.9208,61.0058,20.5463,1.1652,1.3686,111.9965,112.8487,81.9196,0.8848,43.9096
CMPD-11947,84.4041,731.6311,59.8124,16.0935,1.0044,3.4055,301.4205,49.6503,81.4695,0.905,41.6723
CMPD-11948,91.7402,806.8866,92.8254,15.2874,1.0431,3.3601,262.94,145.1666,182.9103,0.4472,11.9988
CMPD-11949,91.7183,843.7966,63.6109,20.6089,1.1755,1.4469,106.1961,107.804,87.4772,0.8412,45.4603
CMPD-11950,89.525,655.5266,61.7191,18.2107,1.352,3.5781,236.16,110.0216,107.8397,0.7329,40.5832
CMPD-11951,90.3537,755.7981,88.726,12.0136,1.1303,0.8573,234.5423,61.3085,116.2701,0.4325,14.0483
CMPD-11952,81.7167,625.2623,97.6378,20.6661,1.484,1.8962,180.6681,80.7311,72.8792,0.8529,13.7533
CMPD-11953,95.0025,843.3217,61.825,21.6386,1.2612,1.3763,101.8172,108.609,83.5348,0.8708,44.3935
CMPD-11954,94.7711,745.5481,88.9147,12.1731,1.0548,0.8949,232.04,62.2339,115.3595,0.4287,13.8826
CMPD-11955,93.5949,646.0928,55.8864,19.5608,1.3777,3.5879,234.8199,113.8495,112.2959,0.6903,42.2731
CMPD-11956,93.8577,664.29,72.309,15.0829,1.4607,1.5694,218.7517,73.4776,54.3117,0.8376,18.9158
CMPD-11957,94.8087,652.4267,72.3231,15.6209,1.3981,1.5292,217.3303,71.1045,54.4173,0.8616,19.2711
CMPD-11958,80.7195,644.6942,102.4187,22.9218,1.2024,1.6409,170.1849,60.2163,131.631,0.152,24.6494
CMPD-11959,79.702,653.3954,101.2772,23.0107,1.2394,1.591,162.7951,58.0195,132.563,0.153,25.9181
CMPD-11960,95.1751,665.1327,57.741,19.9237,1.3945,3.6435,238.8033,107.0182,106.8449,0.6959,41.0003
CMPD-11961,94.6567,672.9542,75.3907,15.6703,1.3631,1.5506,219.4,66.6602,55.7552,0.8447,20.0067
CMPD-11962,96.524,707.8234,90.3099,11.9976,1.1109,0.8749,230.0569,60.7061,109.1838,0.4224,13.946
CMPD-11963,97.6633,844.0373,101.3964,16.255,1.0061,3.6728,255.2597,140.7902,188.541,0.4427,11.99
